,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6341,District Health ...,3.9,(3 Reviews),Private,Kota,201-500 Employees (Global),
6342,Techsters,3.4,(3 Reviews),Private,11-50 Employees (India),,
6343,IHMS,3.0,(3 Reviews),Private,New York,17,501-1k Employees (India)
6344,Salus Alpha,4.3,(3 Reviews),Private,Zug,19,11-50 Employees (Global)
6345,Excellent Engine...,5.0,(3 Reviews),Private,Mumbai,11-50 Employees (Global),
6346,Ratnabali Capita...,4.9,(3 Reviews),Private,51-200 Employees (India),,
6347,LinuxWorld,4.9,(3 Reviews),Private,Jaipur,,
6348,Manasvi Info. Te...,5.0,(3 Reviews),Private,Raipur + 1 more,11-50 Employees (Global),
6349,S N Dhawan & Co,4.0,(3 Reviews),Private,New Delhi,1-10 Employees (India),
6350,Union KBC Asset ...,4.5,(3 Reviews),Private,Bangalore,201-500 Employees (Global),
6351,ECP Industries,4.0,(3 Reviews),Private,Balasore,39,11-50 Employees (India)
6352,Vivekananda Miss...,3.1,(3 Reviews),Private,SutÄhÄta,51-200 Employees (India),
6353,Elitify,2.3,(3 Reviews),Private,Delhi,10,
6354,Durgasoft,5.0,(3 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6355,SuperWhizz,3.6,(3 Reviews),Private,VijayawÄda,201-500 Employees (Global),
6356,Cybersurf India,4.1,(3 Reviews),Private,Ahmedabad,23,51-200 Employees (India)
6357,OpenDr,4.8,(3 Reviews),Private,New York,11-50 Employees (Global),
6358,ecoInsight,2.8,(3 Reviews),Private,Alpharetta,11-50 Employees (Global),
6359,Trefis,4.6,(3 Reviews),Private,"Boston,MA",11-50 Employees (Global),
6360,Quotava Forex,4.0,(3 Reviews),Private,"Kolkata,West Bengal",7,11-50 Employees (Global)
6361,The Shirpur Peop...,2.4,(3 Reviews),,,,
6362,Height Insurance...,4.0,(3 Reviews),Private,Kolkata,14,
6363,Self-Employment ...,4.6,(3 Reviews),Private,11-50 Employees (Global),,
6364,Cyber Media Rese...,3.5,(3 Reviews),Private,Gurgaon,11,11-50 Employees (Global)
6365,Medium Healthcar...,1.1,(3 Reviews),Private,"Hyderābād,telangana",13,11-50 Employees (Global)
6366,Matrix Communica...,4.0,(3 Reviews),Private,11-50 Employees (Global),,
6367,SD Systems,3.9,(3 Reviews),Private,Amsterdam + 1 more,11-50 Employees (Global),
6368,Quality Professi...,4.3,(3 Reviews),Private,Dearborn + 1 more,201-500 Employees (Global),
6369,TCeS,3.6,(3 Reviews),Private,India,,
6370,P & R Control Sy...,4.7,(3 Reviews),Private,Pune,11-50 Employees (Global),
6371,Translation Indi...,4.8,(3 Reviews),Private,New Delhi,25,
6372,Shree Services,4.9,(3 Reviews),Private,Pune,,
6373,IPpro,3.0,(3 Reviews),Private,Bangalore,18,11-50 Employees (Global)
6374,Fundscoop Adviso...,4.6,(3 Reviews),Private,11-50 Employees (Global),,
6375,Krishna Constro ...,4.5,(3 Reviews),Private,Pune,11-50 Employees (India),
6376,Datavoice Soluti...,3.6,(3 Reviews),Private,11-50 Employees (Global),,
6377,Lateral Praxis,4.4,(3 Reviews),Private,Mumbai,23,11-50 Employees (India)
6378,Mount Shivalik B...,3.8,(3 Reviews),Private,India,50,
6379,Knowlvers Consul...,4.5,(3 Reviews),Private,"Ghaziabad,Uttar Pradesh",10,11-50 Employees (Global)
6380,Horizon Infotech,3.9,(3 Reviews),Private,Lucknow,51-200 Employees (Global),
6381,After Studio,2.5,(3 Reviews),Private,Mumbai,51-200 Employees (Global),
6382,Kumar Solutions,5.0,(3 Reviews),Private,Pune,13,
6383,Grabhouse,3.7,(3 Reviews),Private,"Mumbai,Maharashtra",9,11-50 Employees (Global)
6384,S & I Engineerin...,3.4,(3 Reviews),Private,Bangalore + 1 more,16,11-50 Employees (Global)
6385,TECHIZEN,2.1,(3 Reviews),Private,"Noida,Uttar Pradesh",22,11-50 Employees (Global)
6386,LetMeFind E-serv...,2.7,(3 Reviews),Bengaluru,,,
6387,OCTOPUS,3.2,(3 Reviews),Mumbai + 1 more,,,
6388,National Austral...,4.2,(3 Reviews),Docklands,51-200 Employees (India),,
6389,Pnb Investment S...,2.7,(3 Reviews),"Delhi,NCT",13,51-200 Employees (India),
6390,Intech Insurance...,4.8,(3 Reviews),,,,
6391,Suraksha Financi...,5.0,(3 Reviews),Kolkata + 1 more,,,
6392,Atlas Integrated...,3.6,(3 Reviews),11-50 Employees (India),,,
6393,SAUDI INVESTMENT...,3.4,(3 Reviews),Private,Riyadh,1k-5k Employees (Global),
6394,Prompt Financial...,3.5,(3 Reviews),,,,
6395,FITTER FRESH,3.7,(3 Reviews),Private,New York,31,501-1k Employees (India)
6396,Punjab and sindh...,4.7,(3 Reviews),,,,
6397,Ashok Sahakari B...,3.7,(3 Reviews),"Ahmednagar,Maharashtra",26,,
6398,Jayalakshmi micr...,5.0,(3 Reviews),5k-10k Employees (India),,,
6399,Majid Al Futtaim...,2.3,(3 Reviews),,,,
6400,Maiwand Bank,3.1,(3 Reviews),Private,Kabul,1k-5k Employees (Global),
6401,Rajaram Bapu Sah...,5.0,(3 Reviews),51-200 Employees (India),,,
6402,Catalyst Group,2.5,(3 Reviews),,,,
6403,Financial Manage...,4.4,(3 Reviews),11-50 Employees (India),,,
6404,Oman Internation...,5.0,(3 Reviews),Mumbai + 1 more,,,
6405,Janalaxmi Operat...,4.0,(3 Reviews),,,,
6406,Tcfc Finance,4.2,(3 Reviews),Public,"Mumbai,Maharashtra",32,11-50 Employees (India)
6407,Payportal Servic...,1.9,(3 Reviews),"Gurgaon,Haryana",26,,
6408,Kerala State Fin...,5.0,(3 Reviews),,,,
6409,The Faridabad Ce...,4.9,(3 Reviews),,,,
6410,Better Value Lea...,4.6,(3 Reviews),Private,Mumbai,,
6411,Utair,3.0,(3 Reviews),Private,Tyumen,5k-10k Employees (Global),
6412,Sona Finance,4.4,(3 Reviews),Private,Delhi,,
6413,All State Financ...,4.0,(3 Reviews),,,,
6414,Gulf Insurance &...,4.0,(3 Reviews),,,,
6415,Growth Financial...,3.9,(3 Reviews),,,,
6416,The Hubli Urban ...,5.0,(3 Reviews),"Hubli,Karnataka",16,,
6417,Kenya Women Micr...,3.2,(3 Reviews),,,,
6418,KIP FINANCIAL CO...,5.0,(3 Reviews),,,,
6419,Rani Channamma M...,5.0,(3 Reviews),"Belgaum,Karnataka",25,,
6420,Usha Financial,1.3,(3 Reviews),,,,
6421,Life Insurance C...,1.4,(3 Reviews),,,,
6422,Sindhudurg Bank,5.0,(3 Reviews),,,,
6423,International Co...,4.2,(3 Reviews),,,,
6424,The Ojhar Mercha...,4.5,(3 Reviews),,,,
6425,Sangram Nagari S...,5.0,(3 Reviews),,,,
6426,Punjab Provincia...,4.9,(3 Reviews),,,,
6427,Pune People's Co...,4.1,(3 Reviews),,,,
6428,Ms. Hanuman Ben...,5.0,(3 Reviews),,,,
6429,JaZaa Financial ...,5.0,(3 Reviews),Private,New Delhi,11-50 Employees (Global),
6430,SAUDI INVESTMENT...,3.4,(3 Reviews),Private,Riyadh,1k-5k Employees (Global),
6431,Prompt Financial...,3.5,(3 Reviews),,,,
6432,Pune District Ce...,4.4,(3 Reviews),,,,
6433,Development Bank...,5.0,(3 Reviews),1k-5k Employees (Global),,,
6434,The Aryapuram Ur...,3.4,(3 Reviews),,,,
6435,Pragati Financia...,4.5,(3 Reviews),Private,Bareilly,30,
6436,Ashok Sahakari B...,3.7,(3 Reviews),"Ahmednagar,Maharashtra",26,,
6437,Jayalakshmi micr...,5.0,(3 Reviews),5k-10k Employees (India),,,
6438,Mogul Finance,5.0,(3 Reviews),Private,Mumbai,,
6439,Punjab and sindh...,4.7,(3 Reviews),,,,
6440,FITTER FRESH,3.7,(3 Reviews),Private,New York,31,501-1k Employees (India)
6441,OCTOPUS,3.2,(3 Reviews),Mumbai + 1 more,,,
6442,Sadolin Paints,5.0,(3 Reviews),Private,Muscat,51-200 Employees (Global),
6443,Best Deal Financ...,4.3,(3 Reviews),,,,
6444,Sarvodaya Commer...,2.9,(3 Reviews),Ahmedabad + 1 more,,,
6445,International Fi...,4.8,(3 Reviews),51-200 Employees (Global),,,
6446,Pioneer Insuranc...,4.9,(3 Reviews),Private,Makati,501-1k Employees (Global),
6447,Ntrust Insurance...,4.9,(3 Reviews),"Hyderābād,telangana + 1 more",9,,
6448,Almora Urban Co-...,4.0,(3 Reviews),,,,
6449,Rajaram Bapu Sah...,5.0,(3 Reviews),51-200 Employees (India),,,
6450,SARADAR BANK,4.1,(3 Reviews),Private,Beirut,201-500 Employees (Global),
6451,My Finance Care ...,4.1,(3 Reviews),Private,"Gurgaon,Haryana",9,
6452,Universal Lubric...,1.1,(3 Reviews),Private,Wichita,93,201-500 Employees (Global)
6453,DASHEN BANK S.C,4.5,(3 Reviews),,,,
6454,LAKSHMI FINANCE ...,4.5,(3 Reviews),"Hyderabad,Telangana",29,11-50 Employees (India),
6455,D S Financial Se...,5.0,(3 Reviews),Private,Kolkata,32,
6456,Majid Al Futtaim...,2.3,(3 Reviews),,,,
6457,Maiwand Bank,3.1,(3 Reviews),Private,Kabul,1k-5k Employees (Global),
6458,Imperial Bank,4.2,(3 Reviews),Private,Nairobi,501-1k Employees (Global),
6459,Laxmi Financial ...,5.0,(3 Reviews),,,,
6460,ISBF-Indian Scho...,4.2,(3 Reviews),,,,
6461,SMEP MICROFINANC...,4.8,(3 Reviews),Private,Nairobi,1k-5k Employees (Global),
6462,Homeshree Housin...,4.9,(3 Reviews),1-10 Employees (India),,,
6463,Pashupati Paints,4.5,(3 Reviews),Private,Kathmandu,51-200 Employees (Global),
6464,Jamshedpur Blood...,5.0,(3 Reviews),,,,
6465,Markaz,4.5,(3 Reviews),,,,
6466,Alcor Fund,4.5,(3 Reviews),"Pune,Maharashtra",12,,
6467,Amlak Finance PJ...,2.4,(3 Reviews),,,,
6468,SIRMOUR FINANCIA...,4.8,(3 Reviews),,,,
6469,Centrum Insuranc...,2.7,(3 Reviews),11-50 Employees (India),,,
6470,Vysya Co Operati...,4.6,(3 Reviews),51-200 Employees (India),,,
6471,Investeria Finan...,3.7,(3 Reviews),51-200 Employees (India),,,
6472,4 ACE Financial ...,4.5,(3 Reviews),,,,
6473,Vidya Sahakari B...,4.7,(3 Reviews),,,,
6474,Integrated Risk...,5.0,(3 Reviews),11-50 Employees (India),,,
6475,Open World Insur...,4.4,(3 Reviews),,,,
6476,ASPIRE INSURANCE...,5.0,(3 Reviews),11-50 Employees (India),,,
6477,Pioneer Services,3.2,(3 Reviews),Chennai + 1 more,,,
6478,Vantage Insuranc...,5.0,(3 Reviews),,,,
6479,Money Matters Fi...,4.3,(3 Reviews),,,,
6480,Centrum Insuranc...,2.7,(3 Reviews),11-50 Employees (India),,,
6481,Findroids,5.0,(3 Reviews),Private,"København K,Copenhagen",5,11-50 Employees (Global)
6482,International Co...,4.2,(3 Reviews),,,,
6483,Pune People's Co...,4.1,(3 Reviews),,,,
6484,Ms. Hanuman Ben...,5.0,(3 Reviews),,,,
6485,Usha Financial,1.3,(3 Reviews),,,,
6486,Punjab Provincia...,4.9,(3 Reviews),,,,
6487,The Ojhar Mercha...,4.5,(3 Reviews),,,,
6488,Life Insurance C...,1.4,(3 Reviews),,,,
6489,Sindhudurg Bank,5.0,(3 Reviews),,,,
6490,Sampath Bank PLC,4.5,(3 Reviews),,,,
6491,Marwari Relief S...,3.0,(3 Reviews),11-50 Employees (India),,,
6492,The Assam Co-ope...,3.3,(3 Reviews),,,,
6493,TEAM INSURANCE S...,5.0,(3 Reviews),,,,
6494,4 ACE Financial ...,4.5,(3 Reviews),,,,
6495,AmTrust Financia...,2.1,(3 Reviews),11-50 Employees (India),,,
6496,The Sangamner Me...,2.3,(3 Reviews),,,,
6497,Shree Financial ...,4.2,(3 Reviews),Ahmedabad + 1 more,,,
6498,Sri Venkateswara...,4.9,(3 Reviews),,,,
6499,TIMES Global Mob...,5.0,(3 Reviews),Private,New Delhi,23,51-200 Employees (Global)
6500,U Microfinance B...,4.5,(3 Reviews),,,,
6501,Ministry of Fina...,5.0,(3 Reviews),,,,
6502,Shreyash Insuran...,3.3,(3 Reviews),,,,
6503,Institute of Cha...,1.0,(3 Reviews),,,,
6504,AB Bank Zambia,4.4,(3 Reviews),,,,
6505,TNSC Bank,5.0,(3 Reviews),"Chennai,Tamil Nadu",18,,
6506,The Pochampally ...,2.8,(3 Reviews),,,,
6507,The Union Co Op ...,3.8,(3 Reviews),,,,
6508,J.N.S. BANK,4.4,(3 Reviews),,,,
6509,The Shirpur Peop...,5.0,(3 Reviews),Nashik + 1 more,,,
6510,TradeDeal Financ...,4.6,(3 Reviews),51-200 Employees (India),,,
6511,Eenadu Co Operat...,5.0,(3 Reviews),,,,
6512,Equitec Technolo...,4.5,(3 Reviews),,,,
6513,SLA Financial S...,4.6,(3 Reviews),,,,
6514,Starteck Finance,3.5,(3 Reviews),Public,"Mumbai,Maharashtra",37,11-50 Employees (India)
6515,Lexin India Tech...,2.9,(3 Reviews),Private,"Bangalore/Bengaluru,Karnataka",9,501-1k Employees (Global)
6516,Fampay,5.0,(3 Reviews),Private,"Bangalore,Karnataka",3,11-50 Employees (India)
6517,Money Desire Res...,3.2,(3 Reviews),,,,
6518,PATNI FINANCIAL ...,3.4,(3 Reviews),,,,
6519,SAI Finance,4.9,(3 Reviews),,,,
6520,LUCKY FINANCE,5.0,(3 Reviews),,,,
6521,Irage Broking Se...,4.7,(3 Reviews),"Mumbai,Maharashtra",7,,
6522,The Sahyadri Sah...,4.5,(3 Reviews),"Mumbai,Maharashtra",54,,
6523,Smriti Bank,5.0,(3 Reviews),,,,
6524,Raghnall Insuran...,4.6,(3 Reviews),,,,
6525,THE NATIONAL CO-...,4.7,(3 Reviews),51-200 Employees (India),,,
6526,CredFlow,4.7,(3 Reviews),"Delhi,NCT",3,,
6527,The United Insur...,4.4,(3 Reviews),,,,
6528,MILLENNIALS INSU...,4.7,(3 Reviews),,,,
6529,REALTIME FINANCI...,2.8,(3 Reviews),,,,
6530,Ambajogai People...,1.5,(3 Reviews),,,,
6531,Tradejini Financ...,2.2,(3 Reviews),"Bangalore/Bengaluru,Karnataka",10,11-50 Employees (India),
6532,OctaFX India Pvt...,4.2,(3 Reviews),"Mumbai,Maharashtra + 1 more",3,11-50 Employees (India),
6533,Treelife Consult...,3.0,(3 Reviews),Private,"Mumbai,Maharashtra + 1 more",7,11-50 Employees (Global)
6534,JB Investment An...,3.9,(3 Reviews),,,,
6535,Money Edge Finan...,5.0,(3 Reviews),,,,
6536,Rand Merchant Ba...,4.6,(3 Reviews),Mumbai + 1 more,201-500 Employees (India),,
6537,L & T Infra Fina...,3.8,(3 Reviews),501-1k Employees (India),,,
6538,Anviti Insurance...,3.3,(3 Reviews),,,,
6539,DPGC Finance,4.3,(3 Reviews),,,,
6540,MAGMA SHRACHI FI...,4.0,(3 Reviews),,,,
6541,KyePot,3.0,(3 Reviews),Private,"Bangalore,Karnataka",7,2-10 Employees (Global)
6542,LUCKY FINANCE,5.0,(3 Reviews),,,,
6543,The Sahyadri Sah...,4.5,(3 Reviews),"Mumbai,Maharashtra",54,,
6544,Treelife Consult...,3.0,(3 Reviews),Private,"Mumbai,Maharashtra + 1 more",7,11-50 Employees (Global)
6545,OctaFX India Pvt...,4.2,(3 Reviews),"Mumbai,Maharashtra + 1 more",3,11-50 Employees (India),
6546,Anviti Insurance...,3.3,(3 Reviews),,,,
6547,Fampay,5.0,(3 Reviews),Private,"Bangalore,Karnataka",3,11-50 Employees (India)
6548,Starteck Finance,3.5,(3 Reviews),Public,"Mumbai,Maharashtra",37,11-50 Employees (India)
6549,Lexin India Tech...,2.9,(3 Reviews),Private,"Bangalore/Bengaluru,Karnataka",9,501-1k Employees (Global)
6550,CredFlow,4.7,(3 Reviews),"Delhi,NCT",3,,
6551,Raise Financial ...,4.0,(3 Reviews),"Mumbai,Maharashtra",2,51-200 Employees (India),
6552,REALTIME FINANCI...,2.8,(3 Reviews),,,,
6553,Irage Broking Se...,4.7,(3 Reviews),"Mumbai,Maharashtra",7,,
6554,EduFund,1.4,(3 Reviews),Private,"Ahmedabad,Gujarat",3,2-10 Employees (Global)
6555,New Zen Infotech,2.3,(3 Reviews),Hyderabad,14,11-50 Employees (India),
6556,Brentford Servic...,4.1,(2 Reviews),Private,New Delhi,,
6557,Visualsoft Techn...,5.0,(2 Reviews),Public,Schaumburg,11,
6558,ACCESS STB Labs,3.6,(2 Reviews),Private,Bangalore,12,11-50 Employees (Global)
6559,Aris,5.0,(2 Reviews),Private,"Brea,California",7,201-500 Employees (Global)
6560,Logicgate Techno...,4.5,(2 Reviews),Private,Princeton,11-50 Employees (Global),
6561,EdServ Softsyste...,3.3,(2 Reviews),Public,Chennai,,
6562,Karnataka Colleg...,2.4,(2 Reviews),Private,New Delhi,201-500 Employees (Global),
6563,Shreeji Spacio S...,4.0,(2 Reviews),Private,Vadodara,,
6564,Nippon Instrumen...,1.9,(2 Reviews),Private,Mumbai,51-200 Employees (India),
6565,Metayage IP Stra...,5.0,(2 Reviews),Private,Bangalore,16,51-200 Employees (India)
6566,Niche Tech Solut...,4.1,(2 Reviews),Private,Udaipur,11-50 Employees (Global),
6567,FabCoders,1.8,(2 Reviews),Private,Panaji,11,11-50 Employees (Global)
6568,Cygnus IT Soluti...,4.0,(2 Reviews),Private,11-50 Employees (Global),,
6569,VASPP,3.6,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6570,Back Benchers,2.1,(2 Reviews),Private,Gurgaon,,
6571,Citrus Pay,4.8,(2 Reviews),Private,"Mumbai,Maharashtra",11,51-200 Employees (Global)
6572,Ripple IP Servic...,1.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6573,Wonder,5.0,(2 Reviews),Private,Deerfield,11-50 Employees (Global),
6574,Travcure Medical...,2.2,(2 Reviews),Private,Nagpur,8,11-50 Employees (Global)
6575,WooHoo,1.8,(2 Reviews),Private,Christchurch,,
6576,Global College,4.0,(2 Reviews),Private,New York,,
6577,SIGNET OVERSEAS,3.5,(2 Reviews),Private,India,,
6578,Executive Events,3.8,(2 Reviews),Private,Cochin,11-50 Employees (India),
6579,Sun Glazing & Fa...,5.0,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6580,Sprism Investmen...,1.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6581,FrontAhead,,(2 Reviews),Private,Mumbai,,
6582,1st Financial Ba...,3.4,(2 Reviews),Private,"North Sioux City,SD",201-500 Employees (Global),
6583,MP Ensystems Adv...,5.0,(2 Reviews),Private,Mumbai,10,11-50 Employees (Global)
6584,S.C. Verma & Ass...,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6585,Karni IT Service...,4.8,(2 Reviews),Private,Jaipur,12,11-50 Employees (Global)
6586,Labont Software,5.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6587,ACK Media,4.0,(2 Reviews),Private,Mumbai,51-200 Employees (India),
6588,AVL Instrumentat...,3.6,(2 Reviews),Private,Plymouth,,
6589,MaxiMaa Systems,3.5,(2 Reviews),Public,"Mumbai,Maharashtra",31,51-200 Employees (Global)
6590,NEXGEN Financial...,1.0,(2 Reviews),Private,New Delhi,13,11-50 Employees (Global)
6591,Studio High Medi...,1.8,(2 Reviews),Private,Mumbai,13,11-50 Employees (Global)
6592,Competence Engin...,4.3,(2 Reviews),Private,Mumbai,11-50 Employees (Global),
6593,Gujarat Medicraf...,3.3,(2 Reviews),Private,Ahmedabad,40,51-200 Employees (Global)
6594,Tropicool Car Ga...,4.1,(2 Reviews),Private,Pune,51-200 Employees (India),
6595,Happy Singh,4.4,(2 Reviews),Private,Bangalore,,
6596,Shree Shyam Fina...,4.7,(2 Reviews),Private,,,
6597,Websoftlink Tech...,4.6,(2 Reviews),Private,Delhi,15,11-50 Employees (Global)
6598,Ballia-Etawah Gr...,3.2,(2 Reviews),Private,Munger,11-50 Employees (Global),
6599,Tata Ryerson,4.7,(2 Reviews),Private,India,,
6600,Escorts Asset Ma...,4.0,(2 Reviews),Private,New Delhi,51-200 Employees (Global),
6601,GLG Partners,5.0,(2 Reviews),Private,New York,201-500 Employees (Global),
6602,Red Express Tran...,4.6,(2 Reviews),Private,New Delhi,1k-5k Employees (Global),
6603,39 Solutions,1.8,(2 Reviews),Private,Mumbai,8,11-50 Employees (India)
6604,LAVISA Infrastru...,3.1,(2 Reviews),Private,Bangalore,201-500 Employees (India),
6605,Studio High Medi...,1.8,(2 Reviews),Private,Mumbai,13,11-50 Employees (Global)
6606,Indiatimes.com,3.0,(2 Reviews),Private,"Gurgaon,Haryana",23,
6607,ValueMentor,5.0,(2 Reviews),Private,Thiruvananthapuram,15,51-200 Employees (Global)
6608,Jolly Engineerin...,3.3,(2 Reviews),Private,Delhi,11-50 Employees (Global),
6609,Manuh Technologi...,1.0,(2 Reviews),Private,Lakewood,51-200 Employees (Global),
6610,Travcure Medical...,2.2,(2 Reviews),Private,Nagpur,8,11-50 Employees (Global)
6611,SIGNET OVERSEAS,3.5,(2 Reviews),Private,India,,
6612,Back Benchers,2.1,(2 Reviews),Private,Gurgaon,,
6613,Opsis System,2.0,(2 Reviews),Private,11-50 Employees (India),,
6614,SVP Laser Techno...,2.6,(2 Reviews),,,,
6615,Tehelka,4.1,(2 Reviews),Private,India,21,
6616,Pankaj R Shah & ...,5.0,(2 Reviews),Private,Ahmedabad,11-50 Employees (Global),
6617,Capital Fortunes,4.0,(2 Reviews),Private,Hyderabad,11-50 Employees (India),
6618,Executive Events,3.8,(2 Reviews),Private,Cochin,11-50 Employees (India),
6619,Advance India In...,4.2,(2 Reviews),,,,
6620,ND Technet,4.0,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6621,The Fern Citadel...,4.3,(2 Reviews),Private,Bangalore,201-500 Employees (Global),
6622,NMNC Deisgns,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6623,3M Team Security...,3.9,(2 Reviews),Private,Indore,11-50 Employees (Global),
6624,Labont Software,5.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6625,Dholakiya Group ...,5.0,(2 Reviews),Private,New Delhi,201-500 Employees (Global),
6626,Vins India,4.0,(2 Reviews),Private,Pune,16,11-50 Employees (Global)
6627,VoidMain Technol...,5.0,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6628,Karni IT Service...,4.8,(2 Reviews),Private,Jaipur,12,11-50 Employees (Global)
6629,Market Quotient,4.9,(2 Reviews),Private,"Calcutta,west Bengal",51-200 Employees (Global),
6630,XCodeFix,4.1,(2 Reviews),Private,Coimbatore,13,11-50 Employees (India)
6631,Kraft Educationa...,1.3,(2 Reviews),Private,Mumbai,11-50 Employees (Global),
6632,NEXGEN Financial...,1.0,(2 Reviews),Private,New Delhi,13,11-50 Employees (Global)
6633,Vaishnavi Corpor...,5.0,(2 Reviews),Private,New Delhi,51-200 Employees (India),
6634,Krisnela Technol...,3.1,(2 Reviews),Private,Mumbai,15,11-50 Employees (Global)
6635,Sundar Sundaram ...,1.9,(2 Reviews),Private,Coimbatore,11-50 Employees (Global),
6636,Principal Global...,4.0,(2 Reviews),Private,Des Moines,38,51-200 Employees (Global)
6637,Xtronics Imaging...,4.0,(2 Reviews),Private,Mumbai,11-50 Employees (Global),
6638,Verixo Technolog...,1.1,(2 Reviews),Private,Mumbai,51-200 Employees (Global),
6639,Solutionz Consul...,4.4,(2 Reviews),Private,Gurgaon,11-50 Employees (Global),
6640,Synergy Mechanic...,4.4,(2 Reviews),Private,11-50 Employees (Global),,
6641,DECIPHER SOFTWAR...,4.8,(2 Reviews),Private,"Clearwater,Florida",15,51-200 Employees (India)
6642,A-One BIZ SOLUTI...,4.4,(2 Reviews),Private,Miramar,18,11-50 Employees (Global)
6643,Gujarat Medicraf...,3.3,(2 Reviews),Private,Ahmedabad,40,51-200 Employees (Global)
6644,Global College,4.0,(2 Reviews),Private,New York,,
6645,Computoit Soluti...,4.5,(2 Reviews),Private,Bhubaneswar,9,11-50 Employees (Global)
6646,SEED Management ...,4.4,(2 Reviews),Private,Mumbai,17,
6647,Sixpl,4.7,(2 Reviews),Private,New Delhi,11,
6648,Tropicool Car Ga...,4.1,(2 Reviews),Private,Pune,51-200 Employees (India),
6649,Shree Shyam Fina...,4.7,(2 Reviews),Private,,,
6650,KLV Builders & D...,3.4,(2 Reviews),Private,Chandigarh,11-50 Employees (Global),
6651,Trendwise Analyt...,5.0,(2 Reviews),Private,Bangalore,11,11-50 Employees (Global)
6652,WooHoo,1.8,(2 Reviews),Private,Christchurch,,
6653,Great Eastern Mo...,2.0,(2 Reviews),Private,Gurgaon,13,11-50 Employees (Global)
6654,Mindnotix Softwa...,4.0,(2 Reviews),Private,Coimbatore,10,11-50 Employees (Global)
6655,JasApp TechServ,4.5,(2 Reviews),Private,Jaipur,11,11-50 Employees (Global)
6656,SoftDreamz Techn...,3.0,(2 Reviews),Private,Noida,21,11-50 Employees (Global)
6657,Astute Labs,5.0,(2 Reviews),Private,Pune,11-50 Employees (India),
6658,ProductDossier,3.0,(2 Reviews),Private,Pune,11-50 Employees (Global),
6659,NEXTBRICK SOLUTI...,5.0,(2 Reviews),Private,Campbell,11-50 Employees (India),
6660,IT ALL TECHNOLOG...,5.0,(2 Reviews),Private,Brentwood,1-10 Employees (Global),
6661,Aditya Birla Gro...,4.8,(2 Reviews),Private,Mumbai,,
6662,Wonder,5.0,(2 Reviews),Private,Deerfield,11-50 Employees (Global),
6663,Blackid Solution...,3.0,(2 Reviews),Private,Vadodara,19,
6664,F-trend,4.6,(2 Reviews),Private,New Delhi,12,11-50 Employees (India)
6665,Tilda Riceland,5.0,(2 Reviews),Private,India,,
6666,TIIC,2.3,(2 Reviews),Private,"Chennai,Tamil Nadu",73,501-1k Employees (Global)
6667,Grade,5.0,(2 Reviews),Private,New York,,
6668,BFSI Consulting,4.8,(2 Reviews),Private,Bangalore,14,51-200 Employees (Global)
6669,Somoro Innovatio...,2.6,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6670,Tulip IT Service...,3.7,(2 Reviews),Private,India,30,
6671,Gsmith,3.5,(2 Reviews),Private,New York,,
6672,MP Ensystems Adv...,5.0,(2 Reviews),Private,Mumbai,10,11-50 Employees (Global)
6673,Bahwan ITON,1.3,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6674,Precision Electr...,3.8,(2 Reviews),Private,HyderÄbÄd,201-500 Employees (Global),
6675,Trinket Info Ser...,5.0,(2 Reviews),Private,Pune,51-200 Employees (Global),
6676,Citrus Pay,4.8,(2 Reviews),Private,"Mumbai,Maharashtra",11,51-200 Employees (Global)
6677,S.C. Verma & Ass...,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6678,ON,4.9,(2 Reviews),Private,Shenzhen,51-200 Employees (Global),
6679,Delfoo,4.0,(2 Reviews),Private,"Vadodara/Baroda,Gujarat",9,11-50 Employees (Global)
6680,Cratio Software,3.8,(2 Reviews),Private,Chennai,13,51-200 Employees (India)
6681,Job Reset,5.0,(2 Reviews),Private,Delhi,51-200 Employees (Global),
6682,Nuventure Techno...,3.0,(2 Reviews),Private,Cochin,13,11-50 Employees (Global)
6683,Ballia-Etawah Gr...,3.2,(2 Reviews),Private,Munger,11-50 Employees (Global),
6684,Floriana,1.5,(2 Reviews),Private,India,,
6685,Digi Interacts,1.5,(2 Reviews),Private,New Delhi,8,11-50 Employees (Global)
6686,Rao & Naidu Engi...,2.0,(2 Reviews),Private,51-200 Employees (Global),,
6687,E*TRADE Financia...,4.1,(2 Reviews),Private,New York,40,1k-5k Employees (Global)
6688,Charles Schwab,3.7,(2 Reviews),Private,San,49,51-200 Employees (India)
